url;Publishing Date;Title / Article;Author
https://thecorrespondent.com/177/the-biggest-story-in-the-uk-is-not-brexit-its-life-expectancy/197470651092-d2e0df85;2019-12-16T11:00:03+00:00;The biggest story in the UK is not Brexit. It’s life expectancy;Danny Dorling
https://thecorrespondent.com/178/welcome-to-the-member-quarterly/23557978532-ba3da913;2019-12-17T11:00:03+00:00;Welcome to the Member Quarterly;Carmen Schaack
https://thecorrespondent.com/179/as-a-feminist-i-thought-princesses-were-the-worst-then-my-daughter-wanted-to-be-one/23680692409-c5edca28;2019-12-17T11:00:03+00:00;As a feminist, I thought princesses were the worst. Then my daughter wanted to be one;Lynn Berger
https://thecorrespondent.com/180/we-need-to-end-the-stigma-around-menstruation-period/23828672340-0308eb52;2019-12-17T16:00:03+00:00;We need to end the stigma around menstruation. Period;Irene Caselli
https://thecorrespondent.com/181/its-the-identity-politics-stupid/193979183838-a503d9d7;2019-12-18T16:00:02+00:00;It’s the identity politics, stupid;Nesrine Malik
https://thecorrespondent.com/182/sudans-reception-of-syrian-refugees-proves-popular-will-matters-more-than-economic-might/195050892036-871bd88a;2019-12-18T11:00:02+00:00;Sudan’s reception of Syrian refugees proves popular will matters more than economic might;Nesrine Malik
https://thecorrespondent.com/183/will-ai-make-muppets-of-us-all/24203772516-2e363416;2019-12-18T16:00:02+00:00;Will AI make muppets of us all?;Sanne Blauw
https://thecorrespondent.com/184/love-sex-and-lust-are-all-completely-normal/24357726800-fb648ade;2019-12-20T16:00:02+00:00;Love, sex and lust are all completely normal;OluTimehin Adegbeye
https://thecorrespondent.com/185/lawyers-are-going-to-court-to-stop-climate-change-and-it-might-just-work/9957255-1fcd8336;2019-12-19T04:45:02+00:00;Lawyers are going to court to stop climate change. And it might just work;Jelmer Mommers
https://thecorrespondent.com/186/slowing-down-to-speed-up-the-fight-against-climate-change/24623914854-f6c4686d;2019-12-19T16:00:03+00:00;Slowing down to speed up the fight against climate change;Eric Holthaus
https://thecorrespondent.com/187/happy-new-year-this-is-what-makes-you-hopeful-about-ai/24732816724-5211ae4b;2020-01-01T16:00:02+00:00;Happy new year! This is what makes you hopeful about AI;Sanne Blauw
https://thecorrespondent.com/188/the-small-wonderful-ways-ai-is-changing-our-lives-for-the-better/24865077776-04412af3;2020-01-01T11:00:02+00:00;The small wonderful ways AI is changing our lives for the better;Sanne Blauw
https://thecorrespondent.com/189/lessons-on-freedom-of-movement-from-a-stowaway/25019621550-7cc67e07;2019-12-20T11:00:02+00:00;Lessons on freedom of movement from a stowaway;OluTimehin Adegbeye
https://thecorrespondent.com/190/is-this-a-joke-the-angry-email-that-helped-define-my-beat/25152974440-2f5d531e;2019-12-23T11:00:02+00:00;‘Is this a joke?’ The angry email that helped define my beat;Tanmoy Goswami
https://thecorrespondent.com/191/a-match-made-in-evin-an-encounter-that-showed-me-no-story-is-too-small-to-tell/25284868983-0e7e10ce;2019-12-24T11:00:02+00:00;A match made in Evin: an encounter that showed me no story is too small to tell;Irene Caselli
https://thecorrespondent.com/192/bookmark-this-science-made-beautiful-and-five-other-stories-for-your-weekend/1574707200-2c8defef;2019-12-20T22:55:02+00:00;Bookmark this! Science made beautiful – and five other stories for your weekend;Eliza Anyangwe
https://thecorrespondent.com/193/indias-protesting-students-have-found-an-unlikely-ally-therapists/25550126668-8e117e07;2019-12-21T11:00:02+00:00;India’s protesting students have found an unlikely ally: therapists ;Tanmoy Goswami
https://thecorrespondent.com/194/thanks-to-this-landmark-court-ruling-climate-action-is-now-inseparable-from-human-rights/10441662-bbc4c291;2019-12-20T17:22:21+00:00;Thanks to this landmark court ruling, climate action is now inseparable from human rights;Jelmer Mommers
https://thecorrespondent.com/195/the-un-climate-conference-has-failed-what-now/25815394605-31a939c0;2019-12-23T11:00:02+00:00;The UN climate conference has failed. What now?;Eric Holthaus
https://thecorrespondent.com/196/moving-mindfully-and-mending-self-care-in-a-climate-emergency/25947781244-0563cdc6;2019-12-25T11:00:01+00:00;Moving mindfully and mending: self-care in a climate emergency;Eric Holthaus
https://thecorrespondent.com/197/more-divided-than-ever-the-truth-is-we-agree-much-more-than-we-think-we-do/4597214655-ce696a11;2019-12-24T16:00:02+00:00;More divided than ever? The truth is we agree much more than we think we do;Rob Wijnberg
https://thecorrespondent.com/198/all-lies-matter-the-gift-of-the-pro-truth-pledge/212198223204-d9530f32;2019-12-27T11:00:02+00:00;All lies matter: the gift of the Pro-Truth Pledge;Nesrine Malik
https://thecorrespondent.com/199/normality-is-in-the-eye-of-the-beholder/26343411050-96a010d8;2019-12-31T11:00:02+00:00;Normality is in the eye of the beholder;OluTimehin Adegbeye
https://thecorrespondent.com/200/the-empire-sends-back-and-other-headlines-we-vetoed-in-2019/26477840400-72854a7f;2019-12-31T11:00:02+00:00;‘The empire sends back’ – and other headlines we vetoed in 2019;Imogen Champagne
https://thecorrespondent.com/201/view-of-a-years-end-celebrating-across-cultures/26610744765-13f808e5;2019-12-30T11:00:02+00:00;View of a year’s end: celebrating across cultures;Nabeelah Shabbir
https://thecorrespondent.com/202/callout-help-decide-what-we-read-next-for-our-book-club-the-other-shelf/26740547900-6fcfc66a;2019-12-28T11:00:01+00:00;Callout: Help decide what we read next for our book club, The Other Shelf;OluTimehin Adegbeye
https://thecorrespondent.com/203/bookmark-this-the-best-of-the-correspondent-in-2019/1664924800-157a4379;2019-12-27T22:55:02+00:00;Bookmark this! The best of The Correspondent in 2019;Eliza Anyangwe
https://thecorrespondent.com/204/from-boys-to-feminists-raising-a-gender-free-child/27005828652-3ea6b7e1;2020-01-02T11:00:02+00:00;From boys to feminists: raising a gender-free child;Irene Caselli
https://thecorrespondent.com/205/2019-was-a-year-of-global-unrest-heres-what-protestors-want-you-to-know/27140311825-47931319;2020-01-03T11:00:01+00:00;2019 was a year of global unrest. Here’s what protestors want you to know;Nabeelah Shabbir
https://thecorrespondent.com/206/bookmark-this-getting-lost-and-found-in-translation-and-five-other-stories-for-your-weekend/1689529600-3003f713;2020-01-03T22:55:02+00:00;Bookmark this! Getting lost and found in translation – and five other stories for your weekend;Eliza Anyangwe
https://thecorrespondent.com/207/our-members-have-spoken-this-is-what-i-will-write-about-in-2020/27403503732-46f019a9;2020-01-06T16:00:02+00:00;Our members have spoken. This is what I will write about in 2020;Tanmoy Goswami
https://thecorrespondent.com/208/the-horror-of-australias-fires-is-made-worse-knowing-we-could-have-prevented-them/27536954016-9a5adee1;2020-01-04T11:00:02+00:00;The horror of Australia’s fires is made worse knowing we could have prevented them;Imogen Champagne
https://thecorrespondent.com/209/australia-fires-covering-current-events-the-correspondent-way/1714134400-ffd450bd;2020-01-04T11:00:02+00:00;Australia fires: covering current events, The Correspondent way;Eliza Anyangwe
https://thecorrespondent.com/210/given-up-sugar-great-now-its-time-to-cut-the-news-from-your-diet/236004166860-42805660;2020-01-06T11:04:10+00:00;Given up sugar? Great, now it’s time to cut the news from your diet;Rolf Dobelli
https://thecorrespondent.com/211/the-modern-workplace-is-toxic-we-need-to-overhaul-how-we-think-about-mental-health-at-work/27933040036-94c6b109;2020-01-07T11:00:02+00:00;The modern workplace is toxic. We need to overhaul how we think about mental health at work;Tanmoy Goswami
https://thecorrespondent.com/212/lets-talk-about-sex-baby-and-gender-too/28064880756-b5d54b95;2020-01-07T16:00:03+00:00;Let’s talk about sex, baby (and gender, too);Irene Caselli
https://thecorrespondent.com/213/what-happens-to-migrants-who-are-sent-back-i-spent-a-year-following-12-people-to-find-out/28168874481-35612b42;2020-01-09T11:00:02+00:00;What happens to migrants who are sent back? I spent a year following 12 people to find out;Maite Vermeulen
https://thecorrespondent.com/214/in-2030-we-ended-the-climate-emergency-heres-how/28330740746-6b15af77;2020-01-08T11:00:02+00:00;In 2030, we ended the climate emergency. Here’s how;Eric Holthaus
https://thecorrespondent.com/215/dont-just-shut-up-act/230417262570-2e9d3c6a;2020-01-08T16:00:02+00:00;Don’t just shut up – act;Nesrine Malik
https://thecorrespondent.com/216/may-the-year-lay-eggs/28593853200-1e728c62;2020-01-10T16:00:02+00:00;May the year lay eggs;OluTimehin Adegbeye
https://thecorrespondent.com/217/yes-digital-ids-are-efficient-but-theyre-a-threat-to-our-very-identities/243616802275-e794b497;2020-01-10T11:00:02+00:00;Yes, digital IDs are efficient. But they’re a threat to our very identities;Zara Rahman
https://thecorrespondent.com/218/the-necessity-of-imagining-a-better-world/28860287302-42e5b9ef;2020-01-09T16:28:15+00:00;The necessity of imagining a better world;Eric Holthaus
https://thecorrespondent.com/219/what-ill-be-writing-about-in-2020-and-how-you-can-help/28991551347-edc0fa23;2020-01-14T16:00:03+00:00;What I’ll be writing about in 2020 – and how you can help;Irene Caselli
https://thecorrespondent.com/220/finland-isnt-moving-to-a-four-day-work-week-and-thats-not-a-tragedy/29124496720-8a8c4eb5;2020-01-13T16:00:02+00:00;Finland isn’t moving to a four-day work week. And that’s not a tragedy;Tanmoy Goswami
https://thecorrespondent.com/221/callout-join-my-first-1-000-days-advisory-board/29256314373-956c9006;2020-01-11T11:00:02+00:00;Callout: Join my first 1,000 days advisory board;Irene Caselli
https://thecorrespondent.com/222/the-history-of-tea-is-darker-than-a-builders-brew/241819050000-1ac517ec;2020-01-13T11:57:03+00:00;The history of tea is darker than a builder’s brew;Elliot Ross
https://thecorrespondent.com/223/through-song-passion-and-protest-varshini-prakashs-sunrise-movement-is-changing-us-climate-politics/29522220497-edc1ecad;2020-01-14T11:00:02+00:00;Through song, passion and protest, Varshini Prakash’s Sunrise Movement is changing US climate politics;Eric Holthaus
https://thecorrespondent.com/224/bookmark-this-how-instagram-shapes-our-cities-and-five-other-stories-for-your-weekend/1837158400-24e75508;2020-01-10T22:55:02+00:00;Bookmark this! How Instagram shapes our cities – and five other stories for your weekend;Eliza Anyangwe
https://thecorrespondent.com/225/callout-help-me-build-a-new-guidebook-for-mental-health-in-the-workplace/29786417100-629f225d;2020-01-14T11:00:02+00:00;Callout: Help me build a new guidebook for mental health in the workplace;Tanmoy Goswami
https://thecorrespondent.com/226/who-gets-to-decide-whos-a-patriotic-soldier-and-whos-a-terrorist/242206052748-986251e6;2020-01-15T16:00:03+00:00;Who gets to decide who’s a patriotic soldier and who’s a terrorist?;Nesrine Malik
https://thecorrespondent.com/227/wisdom-of-the-crowd-four-lessons-from-10-years-of-documenting-social-movements/256407845914-c6d77eb3;2020-01-15T11:00:02+00:00;Wisdom of the crowd: four lessons from 10 years of documenting social movements;Esra'a Al Shafei
https://thecorrespondent.com/228/podcast-can-you-quit-the-news-and-still-change-the-world/5320634220-b3d6f4e8;2020-01-16T04:45:02+00:00;Podcast: Can you quit the news and still change the world?;Rob Wijnberg
https://thecorrespondent.com/229/bookmark-this-the-science-behind-romantic-rejection-and-five-other-stories-for-your-weekend/1878166400-fcd43231;2020-01-17T22:55:01+00:00;Bookmark this! The science behind romantic rejection – and five other stories for your weekend;Eliza Anyangwe
https://thecorrespondent.com/230/heres-why-there-is-such-a-buzz-about-farming-insects-to-feed-animals/250546808270-8db08af4;2020-01-20T11:00:02+00:00;Here’s why there is such a buzz about farming insects – to feed animals;Emilie Filou
https://thecorrespondent.com/231/why-i-cant-staple-with-youtube-or-the-problem-with-machine-translation/30552303012-5c7d8047;2020-01-15T16:00:03+00:00;Why I can’t staple with YouTube (or, the problem with machine translation);Sanne Blauw
https://thecorrespondent.com/232/repeat-this-truth-you-deserve-a-better-world/30713700248-89dc6e07;2020-01-16T16:00:02+00:00;Repeat this truth: you deserve a better world;Eric Holthaus
https://thecorrespondent.com/233/mind-your-othering-language/30844295350-29f05570;2020-01-17T16:00:02+00:00;Mind your (othering) language;OluTimehin Adegbeye
https://thecorrespondent.com/234/democrat-or-republican-on-the-big-polarising-issues-you-actually-agree/30979073268-4c57fc95;2020-01-17T11:00:02+00:00;Democrat or Republican, on the big polarising issues, you actually agree;Zaid Jilani
https://thecorrespondent.com/235/europe-is-the-promised-land-and-nothing-will-convince-these-migrants-otherwise/31078335695-31614e0c;2020-01-18T11:08:17+00:00;Europe is the promised land – and nothing will convince these migrants otherwise;Maite Vermeulen
https://thecorrespondent.com/236/this-entrepreneur-has-four-smart-insights-on-workplace-mental-health/31242641936-d06a24e9;2020-01-20T16:00:02+00:00;This entrepreneur has four smart insights on workplace mental health;Tanmoy Goswami
https://thecorrespondent.com/237/transnational-chat-why-do-we-still-need-the-news/31376848305-c0991752;2020-01-20T11:00:02+00:00;Transnational chat: why do we still need the news?;Nabeelah Shabbir
https://thecorrespondent.com/238/the-benefits-of-making-mistakes/31506800094-3473c78a;2020-01-21T16:00:02+00:00;The benefits of making mistakes;Irene Caselli
https://thecorrespondent.com/239/apparently-protest-is-a-form-of-therapy-so-i-thought-id-try-it-myself/31639794164-ea07e11a;2020-01-21T11:00:02+00:00;Apparently, protest is a form of therapy. So I thought I’d try it myself;Tanmoy Goswami
https://thecorrespondent.com/240/war-of-the-words-how-europe-is-exporting-its-migration-philosophy/31739576880-b506ad0d;2020-01-22T11:00:02+00:00;War of the words: how Europe is exporting its migration philosophy;Maite Vermeulen
https://thecorrespondent.com/241/is-corruption-just-a-question-of-geography/258281675718-9b84f934;2020-01-22T16:00:02+00:00;Is corruption just a question of geography?;Nesrine Malik
https://thecorrespondent.com/242/the-coldest-week-of-the-year/32037566638-898567d0;2020-01-23T16:00:02+00:00;The coldest week of the year;Eric Holthaus
https://thecorrespondent.com/243/my-government-is-evicting-people-heres-how-you-can-help/32168084850-bb1375f0;2020-01-24T16:00:03+00:00;My government is evicting people. Here’s how you can help;OluTimehin Adegbeye
https://thecorrespondent.com/244/when-artificial-intelligence-lost-in-translation-is/32271696688-aef1110e;2020-01-23T04:45:01+00:00;When artificial intelligence lost in translation is;Sanne Blauw
https://thecorrespondent.com/245/no-matter-what-you-think-of-protesters-you-have-them-to-thank-for-societys-progress/32432842750-005740a8;2020-01-24T11:00:02+00:00;No matter what you think of protesters, you have them to thank for society’s progress;OluTimehin Adegbeye
https://thecorrespondent.com/246/bookmark-this-60-words-that-led-to-war-and-five-other-stories-for-your-weekend/2017593600-b8fee389;2020-01-24T22:55:01+00:00;Bookmark this! 60 words that led to war – and five other stories for your weekend;Eliza Anyangwe
https://thecorrespondent.com/247/translation-machines-are-totally-you-of-it/32668479844-ab3b9fb2;2020-01-24T16:00:03+00:00;Translation machines are totally you of it!;Sanne Blauw
https://thecorrespondent.com/248/no-gifting-cars-to-your-employees-wont-make-you-an-extraordinary-grand-massive-unique-company/32831250848-0d28c574;2020-01-27T16:00:02+00:00;No, gifting cars to your employees won’t make you an ‘extraordinary’, ‘grand’, ‘massive’, ‘unique’ company;Tanmoy Goswami
https://thecorrespondent.com/252/from-australia-to-chile-and-gran-canaria-greetings-from-the-fire-frontlines/285715520244-44bd141d;2020-01-27T11:06:45+00:00;From Australia to Chile and Gran Canaria, greetings from the fire frontlines;Jacinta Molina
https://thecorrespondent.com/253/europes-great-migration-illusion-money-that-creates-more-problems-than-it-solves/33458803961-f086ebb6;2020-01-28T04:45:02+00:00;Europe’s great migration illusion: money that creates more problems than it solves;Maite Vermeulen
https://thecorrespondent.com/254/why-vagina-should-be-part-of-everyones-vocabulary/33624904302-ce32a238;2020-01-28T16:00:02+00:00;Why ‘vagina’ should be part of everyone’s vocabulary;Irene Caselli
https://thecorrespondent.com/255/politics-motherhood-and-resistance-on-the-reservation/33756632250-dfffd237;2020-01-29T11:00:02+00:00;Happening now! Book club live chat: politics, motherhood and resistance on the reservation;OluTimehin Adegbeye
https://thecorrespondent.com/256/listening-to-the-people-on-the-frontlines-of-the-climate-emergency/33890979584-2768ed8d;2020-01-30T16:00:02+00:00;Listening to the people on the frontlines of the climate emergency;Eric Holthaus
https://thecorrespondent.com/257/an-algorithm-is-taken-to-court-in-the-netherlands/33991090364-ecc6d4f8;2020-01-29T16:00:03+00:00;An algorithm is taken to court in the Netherlands;Sanne Blauw
https://thecorrespondent.com/258/food-for-thought-on-the-coronavirus-we-need-communal-solidarity-in-the-face-of-a-common-threat/276500715084-b5d940b7;2020-01-29T16:00:02+00:00;Food for thought on the coronavirus: we need communal solidarity in the face of a common threat;Nesrine Malik
https://thecorrespondent.com/259/a-manifesto-of-love/34286148050-c2952030?fbclid=IwAR1a-IIvbpT8rEy3Qq4Yy-XazBP75K6oRYBA6VLRb5IirY1gkOmbCLCDy1E;2020-01-31T16:00:02+00:00;A manifesto of love;OluTimehin Adegbeye
https://thecorrespondent.com/260/yes-we-still-need-the-news-but-it-needs-to-be-done-differently/34421858900-39cd8439;2020-01-30T11:50:24+00:00;Yes, we still need the news. But it needs to be done differently;Nabeelah Shabbir
https://thecorrespondent.com/261/brexit-by-a-thousand-cuts-after-47-years-the-uk-leaves-the-eu-with-a-whimper/279715839678-98d3fbee;2020-01-31T11:24:17+00:00;Brexit by a thousand cuts: after 47 years, the UK leaves the EU with a whimper;Nesrine Malik
https://thecorrespondent.com/264/in-your-next-job-bargain-for-free-therapy/34949396064-64da70b1;2020-02-03T16:00:02+00:00;In your next job, bargain for free therapy;Tanmoy Goswami
https://thecorrespondent.com/265/why-bernie-sanders-is-the-best-climate-candidate-in-the-us-and-four-voting-tips-for-climate-action/35082459335-40f6a809;2020-02-01T11:00:02+00:00;Why Bernie Sanders is the best climate candidate in the US (and four voting tips for climate action) ;Eric Holthaus
https://thecorrespondent.com/266/bookmark-this-how-to-build-a-nation-of-cyclists-and-five-other-stories-for-your-weekend/2181625600-aac74e8f;2020-01-31T22:55:01+00:00;Bookmark this! How to build a nation of cyclists – and five other stories for your weekend;Eliza Anyangwe
https://thecorrespondent.com/267/mental-toughness-is-overrated-a-world-cup-winning-coach-debunks-sports-most-sacred-trait/35346548292-ff756ba5;2020-02-03T11:04:24+00:00;Mental toughness is overrated: a World Cup-winning coach debunks sport’s most sacred trait;Tanmoy Goswami
